"","start","lon.s","lat.s","end","lon.e","lat.e","paths"
"2502",293,-73.9907647,40.73028666,416,-73.97265183,40.68753406,NA
"2503",3129,-73.94073717,40.75110165,428,-73.98783413,40.72467721,NA
"2504",3068,-73.940636,40.7031724,403,-73.99069656,40.72502876,NA
"2505",295,-73.99293911,40.71406667,410,-73.98517977,40.72066442,NA
"2506",195,-74.01043382,40.70905623,450,-73.98788205,40.76227205,NA
"2507",2004,-74.004704,40.724399,403,-73.99069656,40.72502876,NA
"2508",362,-73.98753523,40.75172632,540,-73.98320928,40.74147286,NA
"2509",493,-73.98291153,40.7568001,363,-74.01713445,40.70834698,NA
"2510",257,-74.00247214,40.71939226,505,-73.98848395,40.74901271,NA
"2511",79,-74.00666661,40.71911552,492,-73.99093085,40.75019995,NA
"2512",3177,-73.977112,40.7867947,357,-73.99158043,40.73261787,NA
"2513",3156,-73.95348296,40.76663814,456,-73.97402311,40.7597108,NA
"2514",3076,-73.9448625,40.70870368,336,-73.99906065,40.73047747,NA
"2515",503,-73.98751968,40.73827428,486,-73.98855723,40.7462009,NA
"2516",3057,-73.9452416,40.69128258,3064,-73.93756926,40.69681963,NA
"2517",534,-74.0127234,40.70255065,395,-73.98410637,40.68807003,NA
"2518",3165,-73.9762057363987,40.7757937668367,513,-73.988639,40.768254,NA
"2519",382,-73.99200509,40.73492695,373,-73.95381995,40.69331716,NA
"2520",361,-73.99190759,40.71605866,3158,-73.98261428,40.77163851,NA
"2521",389,-73.96525063,40.71044554,358,-74.00711384,40.73291553,NA
"2522",245,-73.97703874,40.69327018,421,-73.97129668,40.69573398,NA
"2523",229,-73.99379025,40.72743423,498,-73.98808416,40.74854862,NA
"2524",327,-74.01658354,40.7153379,3226,-73.97137,40.78275,NA
"2525",3176,-73.98753759,40.77452835,137,-73.972924,40.761628,NA
"2526",432,-73.98379855,40.72621788,531,-73.99266288,40.71893904,NA
"2527",3097,-73.9424469,40.71921585,453,-73.99915362,40.74475148,NA
"2528",401,-73.98997825,40.72019576,332,-73.97948148,40.71219906,NA
"2529",439,-73.98978041,40.7262807,427,-74.013942,40.701907,NA
"2530",164,-73.97032517,40.75323098,300,-73.990214,40.728145,NA
"2531",511,-73.97772429,40.72938685,276,-74.0104554,40.71748752,NA
"2532",414,-73.98765762,40.70281858,427,-74.013942,40.701907,NA
"2533",473,-73.9919254,40.72110063,259,-74.01234218,40.70122128,NA
"2534",518,-73.9734419,40.74780373,302,-73.97793172,40.72082834,NA
"2535",3093,-73.95850939,40.71745169,3054,-73.942061,40.6894932,NA
"2536",3150,-73.94803392,40.77536905,306,-74.00530063,40.70823502,NA
"2537",3139,-73.96432627,40.77122923,514,-74.00277668,40.76087502,NA
"2538",380,-74.00293877,40.73401143,524,-73.98316936,40.75527307,NA
"2539",3109,-73.95621,40.72606,3120,-73.96044,40.74161,NA
"2540",3132,-73.97109243,40.76350532,361,-73.99190759,40.71605866,NA
"2541",479,-73.9912551,40.76019252,382,-73.99200509,40.73492695,NA
"2542",525,-74.0021163,40.75594159,348,-74.00154702,40.72490985,NA
"2543",481,-73.96264403,40.71260486,331,-73.99193043,40.71173107,NA
"2544",151,-73.99720307,40.7218158,369,-74.00026394,40.73224119,NA
"2545",305,-73.96724467,40.76095756,168,-73.99456405,40.73971301,NA
"2546",322,-73.991218,40.696192,161,-73.99810231,40.72917025,NA
"2547",431,-73.98263429,40.68864636,330,-74.00562789,40.71450451,NA
"2548",264,-74.00731853,40.70706456,3142,-73.96094022,40.7612274,NA
"2549",316,-74.00653609,40.70955958,527,-73.976056,40.744023,NA
"2550",3140,-73.9535166,40.77140426,481,-73.96264403,40.71260486,NA
"2551",489,-74.00176802,40.75066386,223,-73.99994661,40.73781509,NA
"2552",302,-73.97793172,40.72082834,509,-74.00197139,40.7454973,NA
"2553",398,-73.9999786,40.69165183,347,-74.008591,40.728846,NA
"2554",393,-73.97995466,40.72299208,335,-73.99404649,40.72903917,NA
"2555",476,-73.97966069,40.74394314,498,-73.98808416,40.74854862,NA
"2556",368,-74.00214988,40.73038599,248,-74.00771779,40.72185379,NA
"2557",263,-73.996375,40.71729,2008,-74.01677685,40.70569254,NA
"2558",297,-73.986923,40.734232,3148,-73.95068615,40.77565541,NA
"2559",2022,-73.959223,40.759107,3231,-73.9659208059311,40.7678008014813,NA
"2560",496,-73.99238967,40.73726186,3142,-73.96094022,40.7612274,NA
"2561",523,-73.99138152,40.75466591,530,-73.990541,40.771522,NA
"2562",3132,-73.97109243,40.76350532,340,-73.98776323,40.71269042,NA
"2563",3126,-73.9432635,40.74718234,2004,-74.004704,40.724399,NA
"2564",392,-73.987167,40.695065,3102,-73.9504154,40.72179134,NA
"2565",403,-73.99069656,40.72502876,143,-73.99337909,40.69239502,NA
"2566",345,-73.99704374,40.73649403,516,-73.96784384,40.75206862,NA
"2567",328,-74.00965965,40.72405549,459,-74.007756,40.746745,NA
"2568",2009,-73.99682619,40.71117444,357,-73.99158043,40.73261787,NA
"2569",435,-73.99415556,40.74173969,281,-73.97371465,40.7643971,NA
"2570",528,-73.97706058,40.74290902,2003,-73.98024289,40.73416059,NA
"2571",428,-73.98783413,40.72467721,3234,-73.9804315567017,40.7515936845111,NA
"2572",3149,-73.95324922,40.77517793,432,-73.98379855,40.72621788,NA
"2573",327,-74.01658354,40.7153379,367,-73.97069431,40.75828065,NA
"2574",345,-73.99704374,40.73649403,481,-73.96264403,40.71260486,NA
"2575",435,-73.99415556,40.74173969,527,-73.976056,40.744023,NA
"2576",527,-73.976056,40.744023,380,-74.00293877,40.73401143,NA
"2577",311,-73.98802084,40.7172274,527,-73.976056,40.744023,NA
"2578",365,-73.9614583,40.68223166,519,-73.977706,40.751873,NA
"2579",495,-73.99301222,40.76269882,3137,-73.96685276,40.77282817,NA
"2580",351,-74.00612572,40.70530954,3175,-73.98288594,40.77748046,NA
"2581",518,-73.9734419,40.74780373,334,-73.99726235,40.74238787,NA
"2582",2003,-73.9805442094803,40.7338121919663,3153,-73.9591026306152,40.7681754674225,NA
"2583",463,-74.00443172,40.74206539,454,-73.96592976,40.75455731,NA
"2584",164,-73.97032517,40.75323098,3234,-73.9804315567017,40.7515936845111,NA
"2585",3111,-73.95064893,40.7258483,2012,-73.976806,40.739445,NA
"2586",3124,-73.95451,40.74731,3101,-73.95484712,40.72079821,NA
"2587",412,-73.99422366,40.7158155,151,-73.99720307,40.7218158,NA
"2588",282,-73.96834101,40.70827295,3087,-73.95234386,40.71413311,NA
"2589",3234,-73.9804315567017,40.7515936845111,513,-73.988639,40.768254,NA
"2590",3139,-73.9640942215919,40.7711828754066,3129,-73.94073717,40.75110165,NA
"2591",446,-73.99529885,40.74487634,360,-74.00887308,40.70717936,NA
"2592",2023,-73.97031366,40.75968085,511,-73.97772429,40.72938685,NA
"2593",3162,-73.98093133,40.78339981,164,-73.97032517,40.75323098,NA
"2594",3224,-74.0051387250423,40.7399735410341,445,-73.98142006,40.72740794,NA
"2595",3073,-73.95441667,40.70691254,3081,-73.944024,40.711863,NA
"2596",467,-73.97895137,40.68312489,296,-73.9970468,40.71413089,NA
"2597",3172,-73.97754961,40.7785669,466,-73.99144871,40.74395411,NA
"2598",415,-74.00926027,40.7047177,486,-73.98855723,40.7462009,NA
"2599",3159,-73.98266566,40.77492513,3136,-73.97147595,40.76650452,NA
"2600",427,-74.013942,40.701907,520,-73.97648516,40.75992262,NA
"2601",3104,-73.96150225,40.72057658,3090,-73.95600096,40.71774592,NA
"2602",442,-73.993915,40.746647,3235,-73.9799219369888,40.752165280622,NA
"2603",334,-73.99726235,40.74238787,428,-73.98783413,40.72467721,NA
"2604",3061,-73.94371094,40.69622937,373,-73.95381995,40.69331716,NA
"2605",3077,-73.95095259,40.70877084,357,-73.99158043,40.73261787,NA
"2606",393,-73.97995466,40.72299208,2006,-73.97634151,40.76590936,NA
"2607",276,-74.0104554,40.71748752,3173,-73.9888858795166,40.777507027548,NA
"2608",499,-73.98191841,40.76915505,3144,-73.9590097,40.77677702,NA
"2609",368,-74.00214988,40.73038599,2021,-73.98859651,40.75929124,NA
"2610",254,-73.99800419,40.73532427,404,-74.00550867,40.7405826,NA
"2611",3085,-73.95739,40.71469,348,-74.00154702,40.72490985,NA
"2612",474,-73.98683077,40.7451677,398,-73.9999786,40.69165183,NA
"2613",361,-73.99190759,40.71605866,319,-74.00937622,40.71336124,NA
"2614",330,-74.00562789,40.71450451,364,-73.96023854,40.68900443,NA
"2615",296,-73.9970468,40.71413089,274,-73.976682,40.68691865,NA
"2616",3090,-73.95600096,40.71774592,3221,-73.93561,40.743,NA
"2617",527,-73.976056,40.744023,3096,-73.95242,40.71924,NA
"2618",326,-73.98426726,40.72953837,403,-73.99069656,40.72502876,NA
"2619",285,-73.99074142,40.73454567,441,-73.967416,40.756014,NA
"2620",375,-73.99695094,40.72679454,3071,-73.94976519,40.70538077,NA
"2621",422,-73.988038,40.770513,460,-73.96590294,40.71285887,NA
"2622",2002,-73.963198,40.716887,439,-73.98978041,40.7262807,NA
"2623",355,-73.99974372,40.71602118,475,-73.98758561,40.73524276,NA
"2624",516,-73.96784384,40.75206862,137,-73.972924,40.761628,NA
"2625",431,-73.98263429,40.68864636,395,-73.98410637,40.68807003,NA
"2626",414,-73.98765762,40.70281858,486,-73.98855723,40.7462009,NA
"2627",487,-73.97573881,40.73314259,411,-73.97668709,40.72228087,NA
"2628",536,-73.97536082,40.74144387,3087,-73.95234386,40.71413311,NA
"2629",387,-74.0046073,40.71273266,412,-73.99422366,40.7158155,NA
"2630",3164,-73.97898475,40.7770575,386,-74.00234482,40.71494807,NA
"2631",503,-73.98751968,40.73827428,303,-73.99949601,40.72362738,NA
"2632",3107,-73.95212324,40.72311651,218,-73.98707105,40.69028437,NA
"2633",2000,-73.98940236,40.70255088,264,-74.00731853,40.70706456,NA
"2634",357,-73.99158043,40.73261787,531,-73.99266288,40.71893904,NA
"2635",533,-73.98721619,40.75299641,523,-73.99138152,40.75466591,NA
"2636",262,-73.9737299,40.6917823,437,-73.9500479759,40.6809833854,NA
"2637",270,-73.97178913,40.69308257,407,-73.991454,40.700469,NA
"2638",3150,-73.94803392,40.77536905,348,-74.00154702,40.72490985,NA
"2639",3159,-73.98266566,40.77492513,2003,-73.9805442094803,40.7338121919663,NA
"2640",279,-74.00167,40.707873,539,-73.96024116,40.71534825,NA
"2641",305,-73.96724467,40.76095756,3129,-73.94073717,40.75110165,NA
"2642",3107,-73.95212324,40.72311651,3090,-73.95600096,40.71774592,NA
"2643",330,-74.00562789,40.71450451,383,-74.000271,40.735238,NA
"2644",2023,-73.97031366,40.75968085,528,-73.97706058,40.74290902,NA
"2645",242,-73.973736,40.697787,410,-73.98517977,40.72066442,NA
"2646",475,-73.98758561,40.73524276,3133,-73.9648586511612,40.7673425914322,NA
"2647",531,-73.99266288,40.71893904,2022,-73.95920622,40.75849116,NA
"2648",3235,-73.9799219369888,40.752165280622,448,-73.9979009,40.75660359,NA
"2649",3109,-73.95621,40.72606,410,-73.98517977,40.72066442,NA
"2650",174,-73.97738662,40.7381765,168,-73.99456405,40.73971301,NA
"2651",3094,-73.94485918,40.7169811,323,-73.98631746,40.69236178,NA
"2652",498,-73.98808416,40.74854862,496,-73.99238967,40.73726186,NA
"2653",435,-73.99415556,40.74173969,3164,-73.97898475,40.7770575,NA
"2654",510,-73.98042047,40.7606597,401,-73.98997825,40.72019576,NA
"2655",3243,-73.9622622728348,40.7589238637769,228,-73.971878855,40.7546011026,NA
"2656",412,-73.99422366,40.7158155,467,-73.97895137,40.68312489,NA
"2657",3224,-74.0051387250423,40.7399735410341,3108,-73.94434,40.72557,NA
"2658",392,-73.987167,40.695065,128,-74.00297088,40.72710258,NA
"2659",384,-73.964915,40.683048,399,-73.9647628,40.68851534,NA
"2660",465,-73.98658032,40.75513557,499,-73.98191841,40.76915505,NA
"2661",408,-73.99400398,40.71076228,280,-73.99510132,40.73331967,NA
"2662",366,-73.968896,40.693261,3095,-73.94500379,40.71929301,NA
"2663",505,-73.98848395,40.74901271,3127,-73.9521,40.74966,NA
"2664",346,-74.00618026,40.73652889,324,-73.981013,40.689888,NA
"2665",375,-73.99695094,40.72679454,329,-74.01020609,40.72043411,NA
"2666",276,-74.0104554,40.71748752,329,-74.01020609,40.72043411,NA
"2667",3156,-73.95348296,40.76663814,3143,-73.9638876914978,40.7768286343997,NA
"2668",493,-73.98291153,40.7568001,304,-74.01361706,40.70463334,NA
"2669",3109,-73.95621,40.72606,241,-73.97493121,40.68981035,NA
"2670",252,-73.99852205,40.73226398,484,-73.98014437,40.75500254,NA
"2671",532,-73.960876,40.710451,394,-73.97768752,40.72521311,NA
"2672",537,-73.98409214,40.74025878,470,-74.00004031,40.74345335,NA
"2673",471,-73.95698119,40.71286844,3062,-73.94954908,40.69539817,NA
"2674",445,-73.98142006,40.72740794,3171,-73.97667321,40.78524672,NA
"2675",228,-73.971878855,40.7546011026,323,-73.98631746,40.69236178,NA
"2676",433,-73.98057249,40.72955361,3168,-73.96961715,40.78472675,NA
"2677",427,-74.013942,40.701907,527,-73.976056,40.744023,NA
"2678",253,-73.99453948,40.73543934,267,-73.98765428,40.75097711,NA
"2679",3061,-73.94371094,40.69622937,143,-73.99337909,40.69239502,NA
"2680",3092,-73.95852515,40.7190095,264,-74.00731853,40.70706456,NA
"2681",160,-73.978311,40.748238,401,-73.98997825,40.72019576,NA
"2682",504,-73.98165557,40.73221853,3147,-73.95407149,40.77801203,NA
"2683",455,-73.96905301,40.75001986,280,-73.99510132,40.73331967,NA
"2684",257,-74.00247214,40.71939226,3132,-73.97109243,40.76350532,NA
"2685",402,-73.98955109,40.7403432,2004,-74.004704,40.724399,NA
"2686",382,-73.99200509,40.73492695,384,-73.964915,40.683048,NA
"2687",331,-73.99193043,40.71173107,305,-73.96724467,40.76095756,NA
"2688",438,-73.98564945,40.72779126,465,-73.98658032,40.75513557,NA
"2689",368,-74.00214988,40.73038599,470,-74.00004031,40.74345335,NA
"2690",348,-74.00154702,40.72490985,3166,-73.9856243133545,40.7805779901033,NA
"2691",3123,-73.93540375,40.74469738,385,-73.96603308,40.75797322,NA
"2692",128,-74.00297088,40.72710258,3151,-73.94989233,40.7728384,NA
"2693",274,-73.976682,40.68691865,373,-73.95381995,40.69331716,NA
"2694",3154,-73.95856158,40.77314236,492,-73.99093085,40.75019995,NA
"2695",259,-74.01234218,40.70122128,229,-73.99379025,40.72743423,NA
"2696",458,-74.005226,40.751396,449,-73.98789473,40.76461837,NA
"2697",278,-73.98476437,40.69766564,467,-73.97895137,40.68312489,NA
"2698",468,-73.98192338,40.7652654,319,-74.00937622,40.71336124,NA
"2699",297,-73.986923,40.734232,347,-74.00748842,40.72873888,NA
"2700",502,-73.981346,40.714215,2009,-73.99682619,40.71117444,NA
"2701",377,-74.00566443,40.72243797,251,-73.99480012,40.72317958,NA
"2702",2022,-73.95920622,40.75849116,317,-73.98185424,40.72453734,NA
"2703",151,-73.99720307,40.7218158,296,-73.9970468,40.71413089,NA
"2704",441,-73.967416,40.756014,540,-73.9821535348892,40.7431155537649,NA
"2705",257,-74.00247214,40.71939226,466,-73.99144871,40.74395411,NA
"2706",218,-73.98707105,40.69028437,232,-73.99014892,40.69597683,NA
"2707",508,-73.99667444,40.76341379,515,-73.99461843,40.76009437,NA
"2708",468,-73.98192338,40.7652654,489,-74.00176802,40.75066386,NA
"2709",501,-73.97121214,40.744219,3085,-73.95739,40.71469,NA
"2710",72,-73.99392888,40.76727216,305,-73.96724467,40.76095756,NA
"2711",3151,-73.94989233,40.7728384,476,-73.97966069,40.74394314,NA
"2712",3235,-73.9799219369888,40.752165280622,455,-73.96905301,40.75001986,NA
"2713",518,-73.9734419,40.74780373,523,-73.99138152,40.75466591,NA
"2714",239,-73.9813018,40.69196566,519,-73.977706,40.751873,NA
"2715",173,-73.9845272898674,40.7606832709659,342,-73.98016555,40.71739973,NA
"2716",342,-73.98016555,40.71739973,3148,-73.95068615,40.77565541,NA
"2717",3079,-73.94714303,40.71103537,3111,-73.95064893,40.7258483,NA
"2718",3172,-73.97754961,40.7785669,3161,-73.9772853255272,40.7801839724239,NA
"2719",242,-73.97350332,40.69788349,239,-73.9813018,40.69196566,NA
"2720",3056,-73.95133465,40.69072549,417,-74.01020234,40.71291224,NA
"2721",317,-73.98185424,40.72453734,285,-73.99074142,40.73454567,NA
"2722",274,-73.976682,40.68691865,143,-73.99337909,40.69239502,NA
"2723",2003,-73.98024289,40.73416059,310,-73.98912867,40.68926942,NA
"2724",316,-74.00653609,40.70955958,516,-73.96784384,40.75206862,NA
"2725",278,-73.98476437,40.69766564,502,-73.981346,40.714215,NA
"2726",238,-74.00859207,40.7361967,402,-73.98955109,40.7403432,NA
"2727",304,-74.01361706,40.70463334,173,-73.9845272898674,40.7606832709659,NA
"2728",345,-73.99704374,40.73649403,538,-73.976684,40.75666,NA
"2729",346,-74.00618026,40.73652889,354,-73.96223558,40.69363137,NA
"2730",390,-73.9842844,40.69221589,3242,-73.991833627224,40.6910292567797,NA
"2731",294,-73.9957214,40.73049393,290,-73.96478473,40.76020258,NA
"2732",3118,-73.95284,40.73555,2017,-73.97121414,40.75022392,NA
"2733",3087,-73.95234386,40.71413311,3241,-73.944694,40.686203,NA
"2734",3069,-73.94818595,40.70411791,372,-73.958089,40.694528,NA
"2735",309,-74.013012,40.7149787,351,-74.00612572,40.70530954,NA
"2736",480,-73.99061728,40.76669671,402,-73.98955109,40.7403432,NA
"2737",228,-73.971878855,40.7546011026,453,-73.99915362,40.74475148,NA
"2738",3145,-73.95772073,40.77862688,330,-74.00562789,40.71450451,NA
"2739",291,-73.984844,40.713126,440,-73.97282625,40.75255434,NA
"2740",3118,-73.95284,40.73555,3109,-73.95621,40.72606,NA
"2741",262,-73.9737299,40.6917823,218,-73.98707105,40.69028437,NA
"2742",3069,-73.94818595,40.70411791,3082,-73.95141312,40.71167351,NA
"2743",144,-73.98068914,40.69839895,157,-73.99612349,40.69089272,NA
"2744",458,-74.005226,40.751396,3129,-73.94073717,40.75110165,NA
"2745",3116,-73.95826,40.73266,314,-73.990539,40.69383,NA
"2746",490,-73.993934,40.751551,3139,-73.96432627,40.77122923,NA
"2747",249,-74.0090009,40.71870987,401,-73.98997825,40.72019576,NA
"2748",337,-74.00838676,40.7037992,511,-73.97772429,40.72938685,NA
"2749",3145,-73.95772073,40.77862688,468,-73.98192338,40.7652654,NA
"2750",2000,-73.98940236,40.70255088,327,-74.01658354,40.7153379,NA
"2751",405,-74.008119,40.739323,3082,-73.95141312,40.71167351,NA
"2752",418,-73.982578,40.70224,279,-74.00167,40.707873,NA
"2753",2021,-73.98859651,40.75929124,474,-73.98683077,40.7451677,NA
"2754",3049,-73.96304,40.68488,496,-73.99238967,40.73726186,NA
"2755",279,-74.00167,40.707873,504,-73.98165557,40.73221853,NA
"2756",462,-74.00451887,40.74691959,369,-74.00026394,40.73224119,NA
"2757",236,-73.98713956,40.7284186,250,-73.99565293,40.72456089,NA
"2758",516,-73.96784384,40.75206862,281,-73.97371465,40.7643971,NA
"2759",3062,-73.94954908,40.69539817,3088,-73.952029,40.7160751,NA
"2760",3244,-73.9949034154415,40.7314372408523,498,-73.98808416,40.74854862,NA
"2761",3173,-73.9888858795166,40.777507027548,3155,-73.96648977,40.76440023,NA
"2762",3135,-73.95772297,40.77112927,401,-73.98997825,40.72019576,NA
"2763",460,-73.96590294,40.71285887,363,-74.01713445,40.70834698,NA
"2764",2017,-73.97121414,40.75022392,337,-74.00838676,40.7037992,NA
"2765",164,-73.97032517,40.75323098,3144,-73.9590097,40.77677702,NA
"2766",285,-73.99074142,40.73454567,224,-74.00552427,40.71146364,NA
"2767",526,-73.98490707,40.74765947,516,-73.96784384,40.75206862,NA
"2768",3132,-73.97109243,40.76350532,160,-73.978311,40.748238,NA
"2769",3168,-73.96961715,40.78472675,514,-74.00277668,40.76087502,NA
"2770",501,-73.97121214,40.744219,302,-73.97793172,40.72082834,NA
"2771",538,-73.976684,40.75666,348,-74.00154702,40.72490985,NA
"2772",387,-74.0046073,40.71273266,456,-73.97402311,40.7597108,NA
"2773",280,-73.99510132,40.73331967,82,-74.00016545,40.71117416,NA
"2774",346,-74.00618026,40.73652889,380,-74.00293877,40.73401143,NA
"2775",2008,-74.01677685,40.70569254,72,-73.99392888,40.76727216,NA
"2776",499,-73.98191841,40.76915505,3165,-73.9762057363987,40.7757937668367,NA
"2777",514,-74.00277668,40.76087502,3165,-73.97603963,40.77575319,NA
"2778",151,-73.99720307,40.7218158,377,-74.00566443,40.72243797,NA
"2779",251,-73.99480012,40.72317958,3092,-73.95852515,40.7190095,NA
"2780",377,-74.00566443,40.72243797,526,-73.98490707,40.74765947,NA
"2781",318,-73.9779874,40.75320159,390,-73.9842844,40.69221589,NA
"2782",416,-73.97265183,40.68753406,380,-74.00293877,40.73401143,NA
"2783",3002,-74.015756,40.711512,525,-74.0021163,40.75594159,NA
"2784",3093,-73.95850939,40.71745169,536,-73.97536082,40.74144387,NA
"2785",342,-73.98016555,40.71739973,2021,-73.98859651,40.75929124,NA
"2786",3238,-73.9543953537941,40.7739139023812,3146,-73.9567526,40.77573034,NA
"2787",72,-73.99392888,40.76727216,3077,-73.95095259,40.70877084,NA
"2788",3177,-73.977112,40.7867947,510,-73.98042047,40.7606597,NA
"2789",2010,-74.00234737,40.72165481,3042,-73.9298911,40.6794268,NA
"2790",2010,-74.00234737,40.72165481,421,-73.97129668,40.69573398,NA
"2791",438,-73.98564945,40.72779126,522,-73.97207836,40.75714758,NA
"2792",3076,-73.9448625,40.70870368,293,-73.9907647,40.73028666,NA
"2793",3086,-73.944507,40.715143,161,-73.99810231,40.72917025,NA
"2794",3119,-73.95411749,40.74232744,508,-73.99667444,40.76341379,NA
"2795",496,-73.99238967,40.73726186,384,-73.9659641,40.68317813,NA
"2796",3164,-73.97898475,40.7770575,444,-73.98915076,40.7423543,NA
"2797",418,-73.982578,40.70224,399,-73.9647628,40.68851534,NA
"2798",279,-74.00167,40.707873,315,-74.00670227,40.70355377,NA
"2799",307,-73.98990025,40.71427487,3074,-73.94016171,40.70767788,NA
"2800",440,-73.97282625,40.75255434,313,-73.96751037,40.69610226,NA
"2801",495,-73.99301222,40.76269882,481,-73.96264403,40.71260486,NA
"2802",527,-73.976056,40.744023,298,-73.9796772,40.68683208,NA
"2803",354,-73.96223558,40.69363137,347,-74.008591,40.728846,NA
"2804",302,-73.97793172,40.72082834,472,-73.98194829,40.7457121,NA
"2805",247,-74.00483091,40.73535398,476,-73.97966069,40.74394314,NA
"2806",466,-73.99144871,40.74395411,477,-73.9900262,40.75640548,NA
"2807",357,-73.99158043,40.73261787,302,-73.97793172,40.72082834,NA
"2808",397,-73.96922273,40.68415748,2012,-73.976806,40.739445,NA
"2809",72,-73.99392888,40.76727216,402,-73.98955109,40.7403432,NA
"2810",400,-73.98178024,40.71926081,386,-74.00234482,40.71494807,NA
"2811",291,-73.984844,40.713126,537,-73.98409214,40.74025878,NA
"2812",463,-74.00443172,40.74206539,3132,-73.97109243,40.76350532,NA
"2813",502,-73.981346,40.714215,3224,-74.0051387250423,40.7399735410341,NA
"2814",79,-74.00666661,40.71911552,379,-73.9916,40.749156,NA
"2815",233,-73.9905273914337,40.6947570136388,445,-73.98142006,40.72740794,NA
"2816",454,-73.96592976,40.75455731,3107,-73.95212324,40.72311651,NA
"2817",334,-73.99726235,40.74238787,356,-73.98261206,40.71622644,NA
"2818",472,-73.98194829,40.7457121,538,-73.976684,40.75666,NA
"2819",150,-73.98085795,40.7208736,151,-73.997249007225,40.722103786686,NA
"2820",247,-74.00483091,40.73535398,143,-73.99337909,40.69239502,NA
"2821",385,-73.96603308,40.75797322,540,-73.98320928,40.74147286,NA
"2822",3224,-74.0051387250423,40.7399735410341,262,-73.9737299,40.6917823,NA
"2823",439,-73.98978041,40.7262807,3162,-73.98093133,40.78339981,NA
"2824",489,-74.00176802,40.75066386,359,-73.97498696,40.75510267,NA
"2825",387,-74.0046073,40.71273266,302,-73.97793172,40.72082834,NA
"2826",532,-73.960876,40.710451,301,-73.98368779,40.72217444,NA
"2827",503,-73.98751968,40.73827428,434,-74.00366443,40.74317449,NA
"2828",3172,-73.97754961,40.7785669,326,-73.98426726,40.72953837,NA
"2829",305,-73.96724467,40.76095756,358,-74.00711384,40.73291553,NA
"2830",315,-74.00670227,40.70355377,446,-73.99529885,40.74487634,NA
"2831",276,-74.0104554,40.71748752,3236,-73.9937996864319,40.7589848139963,NA
"2832",521,-73.99481051,40.75044999,327,-74.01658354,40.7153379,NA
"2833",3074,-73.94016171,40.70767788,3095,-73.94500379,40.71929301,NA
"2834",232,-73.99014892,40.69597683,298,-73.9796772,40.68683208,NA
"2835",478,-73.99884222,40.76030096,242,-73.973736,40.697787,NA
"2836",326,-73.98426726,40.72953837,382,-73.99200509,40.73492695,NA
"2837",293,-73.9907647,40.73028666,468,-73.98192338,40.7652654,NA
"2838",532,-73.960876,40.710451,453,-73.99915362,40.74475148,NA
"2839",3167,-73.9809304475784,40.7796680900731,435,-73.99415556,40.74173969,NA
"2840",249,-74.0090009,40.71870987,411,-73.97668709,40.72228087,NA
"2841",3098,-73.94861,40.71928,3082,-73.95141312,40.71167351,NA
"2842",3230,-73.9969244599342,40.7512835969623,516,-73.96784384,40.75206862,NA
"2843",237,-73.98672378,40.73047309,3106,-73.94308,40.72325,NA
"2844",128,-74.00297088,40.72710258,501,-73.97121214,40.744219,NA
"2845",442,-73.993915,40.746647,3156,-73.95348296,40.76663814,NA
"2846",478,-73.99884222,40.76030096,3231,-73.9659208059311,40.7678008014813,NA
"2847",3178,-73.98362492,40.78414472,422,-73.988038,40.770513,NA
"2848",290,-73.96478473,40.76020258,361,-73.99190759,40.71605866,NA
"2849",3103,-73.95782357,40.72153267,284,-74.0026376103,40.7390169121,NA
"2850",2017,-73.97121414,40.75022392,3134,-73.96526895,40.76312584,NA
"2851",160,-73.978311,40.748238,387,-74.0046073,40.71273266,NA
"2852",417,-74.01020234,40.71291224,334,-73.99726235,40.74238787,NA
"2853",244,-73.96536851,40.69196035,2003,-73.9805442094803,40.7338121919663,NA
"2854",223,-73.99994661,40.73781509,308,-73.99851193,40.71307916,NA
"2855",3236,-73.9937996864319,40.7589848139963,72,-73.99392888,40.76727216,NA
"2856",318,-73.9779874,40.75320159,527,-73.976056,40.744023,NA
"2857",347,-74.008591,40.728846,116,-74.00149746,40.74177603,NA
"2858",501,-73.97121214,40.744219,236,-73.98713956,40.7284186,NA
"2859",501,-73.97121214,40.744219,82,-74.00016545,40.71117416,NA
"2860",464,-73.96759673,40.75934501,167,-73.97604882,40.7489006,NA
"2861",3088,-73.952029,40.7160751,396,-73.9557689392,40.680342423,NA
"2862",263,-73.996375,40.71729,3110,-73.95299117,40.72708584,NA
"2863",3177,-73.977112,40.7867947,237,-73.98672378,40.73047309,NA
"2864",516,-73.96784384,40.75206862,444,-73.98915076,40.7423543,NA
"2865",249,-74.0090009,40.71870987,3071,-73.94976519,40.70538077,NA
"2866",441,-73.967416,40.756014,3154,-73.95856158,40.77314236,NA
"2867",469,-73.98268129,40.76344058,534,-74.0127234,40.70255065,NA
"2868",540,-73.9821535348892,40.7431155537649,401,-73.98997825,40.72019576,NA
"2869",116,-74.00149746,40.74177603,3082,-73.95141312,40.71167351,NA
"2870",387,-74.0046073,40.71273266,3073,-73.95441667,40.70691254,NA
"2871",496,-73.99238967,40.73726186,355,-73.99974372,40.71602118,NA
"2872",456,-73.97402311,40.7597108,3171,-73.97667321,40.78524672,NA
"2873",3173,-73.9888858795166,40.777507027548,346,-74.00618026,40.73652889,NA
"2874",3233,-73.978059142828,40.7572456791173,493,-73.98291153,40.7568001,NA
